Region,Vaccine,Year,Percentage
Global,BCG,1980,15
Global,DTP1,1980,30
Global,DTP3,1980,20
Global,MCV1,1980,16
Global,POL3,1980,21
Global,RCV1,1980,3
Global,BCG,1981,21
Global,DTP1,1981,35
Global,DTP3,1981,23
Global,MCV1,1981,19
Global,POL3,1981,23
Global,RCV1,1981,3
Global,BCG,1982,23
Global,DTP1,1982,38
Global,DTP3,1982,25
Global,MCV1,1982,20
Global,POL3,1982,41
Global,RCV1,1982,4
Global,BCG,1983,36
Global,DTP1,1983,56
Global,DTP3,1983,38
Global,MCV1,1983,37
Global,POL3,1983,43
Global,RCV1,1983,4
Global,BCG,1984,44
Global,DTP1,1984,62
Global,DTP3,1984,45
Global,MCV1,1984,41
Global,POL3,1984,47
Global,RCV1,1984,5
Global,BCG,1985,48
Global,DTP1,1985,67
Global,DTP3,1985,49
Global,HEPB3,1985,0
Global,MCV1,1985,47
Global,POL3,1985,52
Global,RCV1,1985,5
Global,BCG,1986,52
Global,DTP1,1986,70
Global,DTP3,1986,52
Global,HEPB3,1986,0
Global,MCV1,1986,47
Global,POL3,1986,51
Global,RCV1,1986,5
Global,BCG,1987,61
Global,DTP1,1987,74
Global,DTP3,1987,56
Global,HEPB3,1987,0
Global,MCV1,1987,54
Global,POL3,1987,57
Global,RCV1,1987,5
Global,BCG,1988,67
Global,DTP1,1988,79
Global,DTP3,1988,64
Global,HEPB3,1988,0
Global,MCV1,1988,63
Global,POL3,1988,65
Global,RCV1,1988,6
Global,BCG,1989,70
Global,DTP1,1989,83
Global,DTP3,1989,68
Global,HEPB3,1989,0
Global,MCV1,1989,68
Global,POL3,1989,70
Global,RCV1,1989,7
Global,BCG,1990,81
Global,DTP1,1990,88
Global,DTP3,1990,75
Global,HEPB3,1990,1
Global,HIB3,1990,0
Global,MCV1,1990,73
Global,POL3,1990,75
Global,RCV1,1990,8
Global,BCG,1991,78
Global,DTP1,1991,86
Global,DTP3,1991,71
Global,HEPB3,1991,1
Global,HIB3,1991,0
Global,MCV1,1991,69
Global,POL3,1991,72
Global,RCV1,1991,9
Global,BCG,1992,78
Global,DTP1,1992,85
Global,DTP3,1992,70
Global,HEPB3,1992,3
Global,HIB3,1992,1
Global,MCV1,1992,69
Global,POL3,1992,70
Global,RCV1,1992,9
Global,BCG,1993,79
Global,DTP1,1993,85
Global,DTP3,1993,70
Global,HEPB3,1993,4
Global,HIB3,1993,1
Global,MCV1,1993,70
Global,POL3,1993,70
Global,RCV1,1993,10
Global,BCG,1994,80
Global,DTP1,1994,86
Global,DTP3,1994,73
Global,HEPB3,1994,8
Global,HIB3,1994,1
Global,MCV1,1994,71
Global,POL3,1994,73
Global,RCV1,1994,10
Global,BCG,1995,80
Global,DTP1,1995,87
Global,DTP3,1995,73
Global,HEPB3,1995,11
Global,HIB3,1995,4
Global,MCV1,1995,73
Global,POL3,1995,74
Global,RCV1,1995,12
Global,BCG,1996,80
Global,DTP1,1996,86
Global,DTP3,1996,72
Global,HEPB3,1996,13
Global,HIB3,1996,5
Global,MCV1,1996,73
Global,POL3,1996,74
Global,RCV1,1996,12
Global,BCG,1997,78
Global,DTP1,1997,86
Global,DTP3,1997,71
Global,HEPB3,1997,15
Global,HIB3,1997,5
Global,MCV1,1997,71
Global,POL3,1997,74
Global,RCV1,1997,12
Global,YFV,1997,3
Global,BCG,1998,79
Global,DTP1,1998,84
Global,DTP3,1998,72
Global,HEPB3,1998,15
Global,HIB3,1998,7
Global,MCV1,1998,71
Global,POL3,1998,73
Global,RCV1,1998,15
Global,YFV,1998,9
Global,BCG,1999,80
Global,DTP1,1999,83
Global,DTP3,1999,72
Global,HEPB3,1999,18
Global,HIB3,1999,8
Global,MCV1,1999,71
Global,POL3,1999,73
Global,RCV1,1999,17
Global,YFV,1999,10
Global,BCG,2000,80
Global,DTP1,2000,83
Global,DTP3,2000,72
Global,HEPB3,2000,30
Global,HEPBB,2000,5
Global,HIB3,2000,13
Global,MCV1,2000,72
Global,MCV2,2000,18
Global,POL3,2000,73
Global,RCV1,2000,21
Global,YFV,2000,11
Global,BCG,2001,80
Global,DTP1,2001,83
Global,DTP3,2001,73
Global,HEPB3,2001,32
Global,HEPBB,2001,6
Global,HIB3,2001,14
Global,MCV1,2001,73
Global,MCV2,2001,20
Global,POL3,2001,73
Global,RCV1,2001,22
Global,YFV,2001,13
Global,BCG,2002,80
Global,DTP1,2002,83
Global,DTP3,2002,73
Global,HEPB3,2002,38
Global,HEPBB,2002,7
Global,HIB3,2002,17
Global,MCV1,2002,72
Global,MCV2,2002,20
Global,POL3,2002,74
Global,RCV1,2002,22
Global,YFV,2002,12
Global,BCG,2003,81
Global,DTP1,2003,84
Global,DTP3,2003,75
Global,HEPB3,2003,44
Global,HEPBB,2003,9
Global,HIB3,2003,18
Global,MCV1,2003,74
Global,MCV2,2003,21
Global,POL3,2003,75
Global,RCV1,2003,22
Global,YFV,2003,17
Global,BCG,2004,83
Global,DTP1,2004,85
Global,DTP3,2004,77
Global,HEPB3,2004,49
Global,HEPBB,2004,21
Global,HIB3,2004,19
Global,MCV1,2004,76
Global,MCV2,2004,22
Global,POL3,2004,76
Global,RCV1,2004,24
Global,YFV,2004,25
Global,BCG,2005,85
Global,DTP1,2005,87
Global,DTP3,2005,77
Global,HEPB3,2005,54
Global,HEPBB,2005,23
Global,HIB3,2005,20
Global,MCV1,2005,77
Global,MCV2,2005,33
Global,POL3,2005,78
Global,RCV1,2005,24
Global,YFV,2005,32
Global,BCG,2006,86
Global,DTP1,2006,87
Global,DTP3,2006,79
Global,HEPB3,2006,58
Global,HEPBB,2006,23
Global,HIB3,2006,21
Global,MCV1,2006,79
Global,MCV2,2006,35
Global,POL3,2006,79
Global,RCV1,2006,26
Global,ROTAC,2006,1
Global,YFV,2006,36
Global,BCG,2007,87
Global,DTP1,2007,88
Global,DTP3,2007,79
Global,HEPB3,2007,63
Global,HEPBB,2007,23
Global,HIB3,2007,25
Global,MCV1,2007,80
Global,MCV2,2007,36
Global,POL3,2007,80
Global,RCV1,2007,26
Global,ROTAC,2007,2
Global,YFV,2007,39
Global,BCG,2008,88
Global,DTP1,2008,88
Global,DTP3,2008,81
Global,HEPB3,2008,69
Global,HEPBB,2008,26
Global,HIB3,2008,28
Global,MCV1,2008,81
Global,MCV2,2008,38
Global,PCV3,2008,4
Global,POL3,2008,82
Global,RCV1,2008,25
Global,ROTAC,2008,4
Global,YFV,2008,38
Global,BCG,2009,89
Global,DTP1,2009,89
Global,DTP3,2009,83
Global,HEPB3,2009,73
Global,HEPBB,2009,27
Global,HIB3,2009,38
Global,MCV1,2009,83
Global,MCV2,2009,41
Global,PCV3,2009,7
Global,POL3,2009,84
Global,RCV1,2009,26
Global,ROTAC,2009,7
Global,YFV,2009,41
Global,BCG,2010,89
Global,DTP1,2010,89
Global,DTP3,2010,84
Global,HEPB3,2010,73
Global,HEPBB,2010,26
Global,HIB3,2010,40
Global,MCV1,2010,84
Global,MCV2,2010,42
Global,PCV3,2010,11
Global,POL3,2010,84
Global,RCV1,2010,35
Global,ROTAC,2010,8
Global,YFV,2010,39
Global,BCG,2011,90
Global,DTP1,2011,90
Global,DTP3,2011,85
Global,HEPB3,2011,75
Global,HEPBB,2011,27
Global,HIB3,2011,43
Global,MCV1,2011,85
Global,MCV2,2011,48
Global,PCV3,2011,16
Global,POL3,2011,84
Global,RCV1,2011,38
Global,ROTAC,2011,9
Global,YFV,2011,36
Global,BCG,2012,89
Global,DTP1,2012,90
Global,DTP3,2012,85
Global,HEPB3,2012,80
Global,HEPBB,2012,31
Global,HIB3,2012,45
Global,MCV1,2012,84
Global,MCV2,2012,51
Global,PCV3,2012,20
Global,POL3,2012,84
Global,RCV1,2012,40
Global,ROTAC,2012,11
Global,YFV,2012,36
Global,BCG,2013,89
Global,DTP1,2013,89
Global,DTP3,2013,84
Global,HEPB3,2013,80
Global,HEPBB,2013,34
Global,HIB3,2013,51
Global,MCV1,2013,84
Global,MCV2,2013,56
Global,PCV3,2013,26
Global,POL3,2013,84
Global,RCV1,2013,43
Global,ROTAC,2013,14
Global,YFV,2013,40
Global,BCG,2014,88
Global,DTP1,2014,89
Global,DTP3,2014,84
Global,HEPB3,2014,81
Global,HEPBB,2014,34
Global,HIB3,2014,55
Global,MCV1,2014,84
Global,MCV2,2014,59
Global,PCV3,2014,32
Global,POL3,2014,84
Global,RCV1,2014,45
Global,ROTAC,2014,19
Global,YFV,2014,41
Global,BCG,2015,87
Global,DTP1,2015,89
Global,DTP3,2015,85
Global,HEPB3,2015,83
Global,HEPBB,2015,35
Global,HIB3,2015,63
Global,IPV1,2015,22
Global,MCV1,2015,85
Global,MCV2,2015,63
Global,PCV3,2015,37
Global,POL3,2015,85
Global,RCV1,2015,47
Global,ROTAC,2015,22
Global,YFV,2015,41
Global,BCG,2016,89
Global,DTP1,2016,90
Global,DTP3,2016,86
Global,HEPB3,2016,84
Global,HEPBB,2016,35
Global,HIB3,2016,70
Global,IPV1,2016,46
Global,MCV1,2016,85
Global,MCV2,2016,67
Global,PCV3,2016,42
Global,POL3,2016,85
Global,RCV1,2016,48
Global,ROTAC,2016,24
Global,YFV,2016,42
Global,BCG,2017,89
Global,DTP1,2017,90
Global,DTP3,2017,86
Global,HEPB3,2017,84
Global,HEPBB,2017,40
Global,HIB3,2017,71
Global,IPV1,2017,57
Global,MCV1,2017,85
Global,MCV2,2017,68
Global,PCV3,2017,44
Global,POL3,2017,85
Global,RCV1,2017,52
Global,ROTAC,2017,27
Global,YFV,2017,44
Global,BCG,2018,89
Global,DTP1,2018,90
Global,DTP3,2018,85
Global,HEPB3,2018,83
Global,HEPBB,2018,41
Global,HIB3,2018,71
Global,IPV1,2018,72
Global,MCV1,2018,85
Global,MCV2,2018,69
Global,PCV3,2018,46
Global,POL3,2018,85
Global,RCV1,2018,69
Global,ROTAC,2018,34
Global,YFV,2018,45
Global,BCG,2019,88
Global,DTP1,2019,90
Global,DTP3,2019,85
Global,HEPB3,2019,85
Global,HEPBB,2019,43
Global,HIB3,2019,72
Global,IPV1,2019,82
Global,MCV1,2019,85
Global,MCV2,2019,71
Global,PCV3,2019,48
Global,POL3,2019,86
Global,RCV1,2019,71
Global,ROTAC,2019,39
Global,YFV,2019,46
East Asia & Pacific,BCG,1980,16
East Asia & Pacific,DTP1,1980,14
East Asia & Pacific,DTP3,1980,9
East Asia & Pacific,MCV1,1980,4
East Asia & Pacific,POL3,1980,5
East Asia & Pacific,RCV1,1980,0
East Asia & Pacific,BCG,1981,20
East Asia & Pacific,DTP1,1981,19
East Asia & Pacific,DTP3,1981,12
East Asia & Pacific,MCV1,1981,4
East Asia & Pacific,POL3,1981,7
East Asia & Pacific,RCV1,1981,0
East Asia & Pacific,BCG,1982,21
East Asia & Pacific,DTP1,1982,18
East Asia & Pacific,DTP3,1982,12
East Asia & Pacific,MCV1,1982,4
East Asia & Pacific,POL3,1982,59
East Asia & Pacific,RCV1,1982,0
East Asia & Pacific,BCG,1983,42
East Asia & Pacific,DTP1,1983,68
East Asia & Pacific,DTP3,1983,47
East Asia & Pacific,MCV1,1983,54
East Asia & Pacific,POL3,1983,62
East Asia & Pacific,RCV1,1983,1
East Asia & Pacific,BCG,1984,59
East Asia & Pacific,DTP1,1984,77
East Asia & Pacific,DTP3,1984,59
East Asia & Pacific,MCV1,1984,61
East Asia & Pacific,POL3,1984,65
East Asia & Pacific,RCV1,1984,2
East Asia & Pacific,BCG,1985,64
East Asia & Pacific,DTP1,1985,83
East Asia & Pacific,DTP3,1985,66
East Asia & Pacific,HEPB3,1985,0
East Asia & Pacific,MCV1,1985,68
East Asia & Pacific,POL3,1985,71
East Asia & Pacific,RCV1,1985,2
East Asia & Pacific,BCG,1986,68
East Asia & Pacific,DTP1,1986,86
East Asia & Pacific,DTP3,1986,69
East Asia & Pacific,HEPB3,1986,0
East Asia & Pacific,MCV1,1986,57
East Asia & Pacific,POL3,1986,63
East Asia & Pacific,RCV1,1986,2
East Asia & Pacific,BCG,1987,80
East Asia & Pacific,DTP1,1987,86
East Asia & Pacific,DTP3,1987,69
East Asia & Pacific,HEPB3,1987,0
East Asia & Pacific,MCV1,1987,68
East Asia & Pacific,POL3,1987,71
East Asia & Pacific,RCV1,1987,2
East Asia & Pacific,BCG,1988,91
East Asia & Pacific,DTP1,1988,92
East Asia & Pacific,DTP3,1988,84
East Asia & Pacific,HEPB3,1988,0
East Asia & Pacific,MCV1,1988,82
East Asia & Pacific,POL3,1988,84
East Asia & Pacific,RCV1,1988,2
East Asia & Pacific,BCG,1989,92
East Asia & Pacific,DTP1,1989,94
East Asia & Pacific,DTP3,1989,87
East Asia & Pacific,HEPB3,1989,1
East Asia & Pacific,MCV1,1989,85
East Asia & Pacific,POL3,1989,87
East Asia & Pacific,RCV1,1989,5
East Asia & Pacific,BCG,1990,94
East Asia & Pacific,DTP1,1990,95
East Asia & Pacific,DTP3,1990,90
East Asia & Pacific,HEPB3,1990,1
East Asia & Pacific,HIB3,1990,0
East Asia & Pacific,MCV1,1990,89
East Asia & Pacific,POL3,1990,90
East Asia & Pacific,RCV1,1990,5
East Asia & Pacific,BCG,1991,92
East Asia & Pacific,DTP1,1991,94
East Asia & Pacific,DTP3,1991,87
East Asia & Pacific,HEPB3,1991,1
East Asia & Pacific,HIB3,1991,0
East Asia & Pacific,MCV1,1991,85
East Asia & Pacific,POL3,1991,88
East Asia & Pacific,RCV1,1991,5
East Asia & Pacific,BCG,1992,90
East Asia & Pacific,DTP1,1992,94
East Asia & Pacific,DTP3,1992,85
East Asia & Pacific,HEPB3,1992,6
East Asia & Pacific,HIB3,1992,0
East Asia & Pacific,MCV1,1992,82
East Asia & Pacific,POL3,1992,86
East Asia & Pacific,RCV1,1992,5
East Asia & Pacific,BCG,1993,89
East Asia & Pacific,DTP1,1993,93
East Asia & Pacific,DTP3,1993,83
East Asia & Pacific,HEPB3,1993,9
East Asia & Pacific,HIB3,1993,0
East Asia & Pacific,MCV1,1993,79
East Asia & Pacific,POL3,1993,85
East Asia & Pacific,RCV1,1993,8
East Asia & Pacific,BCG,1994,87
East Asia & Pacific,DTP1,1994,93
East Asia & Pacific,DTP3,1994,82
East Asia & Pacific,HEPB3,1994,10
East Asia & Pacific,HIB3,1994,0
East Asia & Pacific,MCV1,1994,76
East Asia & Pacific,POL3,1994,84
East Asia & Pacific,RCV1,1994,8
East Asia & Pacific,BCG,1995,81
East Asia & Pacific,DTP1,1995,91
East Asia & Pacific,DTP3,1995,79
East Asia & Pacific,HEPB3,1995,16
East Asia & Pacific,HIB3,1995,0
East Asia & Pacific,MCV1,1995,79
East Asia & Pacific,POL3,1995,81
East Asia & Pacific,RCV1,1995,9
East Asia & Pacific,BCG,1996,86
East Asia & Pacific,DTP1,1996,92
East Asia & Pacific,DTP3,1996,82
East Asia & Pacific,HEPB3,1996,18
East Asia & Pacific,HIB3,1996,0
East Asia & Pacific,MCV1,1996,83
East Asia & Pacific,POL3,1996,84
East Asia & Pacific,RCV1,1996,9
East Asia & Pacific,BCG,1997,85
East Asia & Pacific,DTP1,1997,92
East Asia & Pacific,DTP3,1997,82
East Asia & Pacific,HEPB3,1997,18
East Asia & Pacific,HIB3,1997,1
East Asia & Pacific,MCV1,1997,83
East Asia & Pacific,POL3,1997,85
East Asia & Pacific,RCV1,1997,9
East Asia & Pacific,BCG,1998,85
East Asia & Pacific,DTP1,1998,92
East Asia & Pacific,DTP3,1998,82
East Asia & Pacific,HEPB3,1998,20
East Asia & Pacific,HIB3,1998,1
East Asia & Pacific,MCV1,1998,83
East Asia & Pacific,POL3,1998,86
East Asia & Pacific,RCV1,1998,11
East Asia & Pacific,BCG,1999,85
East Asia & Pacific,DTP1,1999,92
East Asia & Pacific,DTP3,1999,83
East Asia & Pacific,HEPB3,1999,20
East Asia & Pacific,HIB3,1999,1
East Asia & Pacific,MCV1,1999,84
East Asia & Pacific,POL3,1999,86
East Asia & Pacific,RCV1,1999,11
East Asia & Pacific,BCG,2000,85
East Asia & Pacific,DTP1,2000,92
East Asia & Pacific,DTP3,2000,83
East Asia & Pacific,HEPB3,2000,50
East Asia & Pacific,HEPBB,2000,2
East Asia & Pacific,HIB3,2000,1
East Asia & Pacific,MCV1,2000,84
East Asia & Pacific,MCV2,2000,4
East Asia & Pacific,POL3,2000,84
East Asia & Pacific,RCV1,2000,11
East Asia & Pacific,BCG,2001,85
East Asia & Pacific,DTP1,2001,92
East Asia & Pacific,DTP3,2001,84
East Asia & Pacific,HEPB3,2001,56
East Asia & Pacific,HEPBB,2001,2
East Asia & Pacific,HIB3,2001,1
East Asia & Pacific,MCV1,2001,84
East Asia & Pacific,MCV2,2001,4
East Asia & Pacific,POL3,2001,84
East Asia & Pacific,RCV1,2001,11
East Asia & Pacific,BCG,2002,85
East Asia & Pacific,DTP1,2002,91
East Asia & Pacific,DTP3,2002,82
East Asia & Pacific,HEPB3,2002,58
East Asia & Pacific,HEPBB,2002,2
East Asia & Pacific,HIB3,2002,1
East Asia & Pacific,MCV1,2002,84
East Asia & Pacific,MCV2,2002,5
East Asia & Pacific,POL3,2002,85
East Asia & Pacific,RCV1,2002,11
East Asia & Pacific,BCG,2003,86
East Asia & Pacific,DTP1,2003,92
East Asia & Pacific,DTP3,2003,84
East Asia & Pacific,HEPB3,2003,66
East Asia & Pacific,HEPBB,2003,2
East Asia & Pacific,HIB3,2003,1
East Asia & Pacific,MCV1,2003,84
East Asia & Pacific,MCV2,2003,8
East Asia & Pacific,POL3,2003,87
East Asia & Pacific,RCV1,2003,11
East Asia & Pacific,BCG,2004,87
East Asia & Pacific,DTP1,2004,93
East Asia & Pacific,DTP3,2004,85
East Asia & Pacific,HEPB3,2004,71
East Asia & Pacific,HEPBB,2004,44
East Asia & Pacific,HIB3,2004,2
East Asia & Pacific,MCV1,2004,86
East Asia & Pacific,MCV2,2004,10
East Asia & Pacific,POL3,2004,87
East Asia & Pacific,RCV1,2004,10
East Asia & Pacific,BCG,2005,87
East Asia & Pacific,DTP1,2005,92
East Asia & Pacific,DTP3,2005,85
East Asia & Pacific,HEPB3,2005,75
East Asia & Pacific,HEPBB,2005,50
East Asia & Pacific,HIB3,2005,2
East Asia & Pacific,MCV1,2005,86
East Asia & Pacific,MCV2,2005,57
East Asia & Pacific,POL3,2005,87
East Asia & Pacific,RCV1,2005,10
East Asia & Pacific,BCG,2006,91
East Asia & Pacific,DTP1,2006,95
East Asia & Pacific,DTP3,2006,89
East Asia & Pacific,HEPB3,2006,82
East Asia & Pacific,HEPBB,2006,51
East Asia & Pacific,HIB3,2006,3
East Asia & Pacific,MCV1,2006,90
East Asia & Pacific,MCV2,2006,66
East Asia & Pacific,POL3,2006,90
East Asia & Pacific,RCV1,2006,10
East Asia & Pacific,ROTAC,2006,0
East Asia & Pacific,BCG,2007,92
East Asia & Pacific,DTP1,2007,95
East Asia & Pacific,DTP3,2007,89
East Asia & Pacific,HEPB3,2007,84
East Asia & Pacific,HEPBB,2007,52
East Asia & Pacific,HIB3,2007,3
East Asia & Pacific,MCV1,2007,90
East Asia & Pacific,MCV2,2007,69
East Asia & Pacific,POL3,2007,90
East Asia & Pacific,RCV1,2007,10
East Asia & Pacific,ROTAC,2007,0
East Asia & Pacific,BCG,2008,93
East Asia & Pacific,DTP1,2008,96
East Asia & Pacific,DTP3,2008,92
East Asia & Pacific,HEPB3,2008,88
East Asia & Pacific,HEPBB,2008,56
East Asia & Pacific,HIB3,2008,3
East Asia & Pacific,MCV1,2008,92
East Asia & Pacific,MCV2,2008,79
East Asia & Pacific,PCV3,2008,1
East Asia & Pacific,POL3,2008,94
East Asia & Pacific,RCV1,2008,10
East Asia & Pacific,ROTAC,2008,1
East Asia & Pacific,BCG,2009,94
East Asia & Pacific,DTP1,2009,96
East Asia & Pacific,DTP3,2009,94
East Asia & Pacific,HEPB3,2009,91
East Asia & Pacific,HEPBB,2009,59
East Asia & Pacific,HIB3,2009,3
East Asia & Pacific,MCV1,2009,93
East Asia & Pacific,MCV2,2009,83
East Asia & Pacific,PCV3,2009,1
East Asia & Pacific,POL3,2009,95
East Asia & Pacific,RCV1,2009,10
East Asia & Pacific,ROTAC,2009,1
East Asia & Pacific,BCG,2010,95
East Asia & Pacific,DTP1,2010,95
East Asia & Pacific,DTP3,2010,93
East Asia & Pacific,HEPB3,2010,90
East Asia & Pacific,HEPBB,2010,58
East Asia & Pacific,HIB3,2010,8
East Asia & Pacific,MCV1,2010,93
East Asia & Pacific,MCV2,2010,85
East Asia & Pacific,PCV3,2010,1
East Asia & Pacific,POL3,2010,94
East Asia & Pacific,RCV1,2010,50
East Asia & Pacific,ROTAC,2010,1
East Asia & Pacific,BCG,2011,98
East Asia & Pacific,DTP1,2011,96
East Asia & Pacific,DTP3,2011,94
East Asia & Pacific,HEPB3,2011,89
East Asia & Pacific,HEPBB,2011,62
East Asia & Pacific,HIB3,2011,14
East Asia & Pacific,MCV1,2011,94
East Asia & Pacific,MCV2,2011,87
East Asia & Pacific,PCV3,2011,5
East Asia & Pacific,POL3,2011,94
East Asia & Pacific,RCV1,2011,64
East Asia & Pacific,ROTAC,2011,1
East Asia & Pacific,BCG,2012,96
East Asia & Pacific,DTP1,2012,96
East Asia & Pacific,DTP3,2012,95
East Asia & Pacific,HEPB3,2012,91
East Asia & Pacific,HEPBB,2012,63
East Asia & Pacific,HIB3,2012,15
East Asia & Pacific,MCV1,2012,94
East Asia & Pacific,MCV2,2012,85
East Asia & Pacific,PCV3,2012,5
East Asia & Pacific,POL3,2012,95
East Asia & Pacific,RCV1,2012,69
East Asia & Pacific,ROTAC,2012,1
East Asia & Pacific,BCG,2013,96
East Asia & Pacific,DTP1,2013,97
East Asia & Pacific,DTP3,2013,94
East Asia & Pacific,HEPB3,2013,91
East Asia & Pacific,HEPBB,2013,65
East Asia & Pacific,HIB3,2013,22
East Asia & Pacific,MCV1,2013,95
East Asia & Pacific,MCV2,2013,88
East Asia & Pacific,PCV3,2013,5
East Asia & Pacific,POL3,2013,95
East Asia & Pacific,RCV1,2013,71
East Asia & Pacific,ROTAC,2013,3
East Asia & Pacific,BCG,2014,95
East Asia & Pacific,DTP1,2014,96
East Asia & Pacific,DTP3,2014,94
East Asia & Pacific,HEPB3,2014,90
East Asia & Pacific,HEPBB,2014,64
East Asia & Pacific,HIB3,2014,28
East Asia & Pacific,MCV1,2014,94
East Asia & Pacific,MCV2,2014,82
East Asia & Pacific,PCV3,2014,7
East Asia & Pacific,POL3,2014,95
East Asia & Pacific,RCV1,2014,71
East Asia & Pacific,ROTAC,2014,1
East Asia & Pacific,BCG,2015,95
East Asia & Pacific,DTP1,2015,95
East Asia & Pacific,DTP3,2015,93
East Asia & Pacific,HEPB3,2015,90
East Asia & Pacific,HEPBB,2015,66
East Asia & Pacific,HIB3,2015,36
East Asia & Pacific,IPV1,2015,4
East Asia & Pacific,MCV1,2015,94
East Asia & Pacific,MCV2,2015,82
East Asia & Pacific,PCV3,2015,8
East Asia & Pacific,POL3,2015,94
East Asia & Pacific,RCV1,2015,77
East Asia & Pacific,ROTAC,2015,1
East Asia & Pacific,BCG,2016,96
East Asia & Pacific,DTP1,2016,96
East Asia & Pacific,DTP3,2016,94
East Asia & Pacific,HEPB3,2016,91
East Asia & Pacific,HEPBB,2016,66
East Asia & Pacific,HIB3,2016,37
East Asia & Pacific,IPV1,2016,20
East Asia & Pacific,MCV1,2016,95
East Asia & Pacific,MCV2,2016,86
East Asia & Pacific,PCV3,2016,10
East Asia & Pacific,POL3,2016,94
East Asia & Pacific,RCV1,2016,80
East Asia & Pacific,ROTAC,2016,1
East Asia & Pacific,BCG,2017,96
East Asia & Pacific,DTP1,2017,95
East Asia & Pacific,DTP3,2017,94
East Asia & Pacific,HEPB3,2017,90
East Asia & Pacific,HEPBB,2017,74
East Asia & Pacific,HIB3,2017,37
East Asia & Pacific,IPV1,2017,75
East Asia & Pacific,MCV1,2017,94
East Asia & Pacific,MCV2,2017,87
East Asia & Pacific,PCV3,2017,13
East Asia & Pacific,POL3,2017,94
East Asia & Pacific,RCV1,2017,81
East Asia & Pacific,ROTAC,2017,1
East Asia & Pacific,BCG,2018,95
East Asia & Pacific,DTP1,2018,93
East Asia & Pacific,DTP3,2018,92
East Asia & Pacific,HEPB3,2018,89
East Asia & Pacific,HEPBB,2018,78
East Asia & Pacific,HIB3,2018,35
East Asia & Pacific,IPV1,2018,82
East Asia & Pacific,MCV1,2018,94
East Asia & Pacific,MCV2,2018,87
East Asia & Pacific,PCV3,2018,13
East Asia & Pacific,POL3,2018,93
East Asia & Pacific,RCV1,2018,85
East Asia & Pacific,ROTAC,2018,1
East Asia & Pacific,BCG,2019,95
East Asia & Pacific,DTP1,2019,94
East Asia & Pacific,DTP3,2019,93
East Asia & Pacific,HEPB3,2019,93
East Asia & Pacific,HEPBB,2019,82
East Asia & Pacific,HIB3,2019,36
East Asia & Pacific,IPV1,2019,88
East Asia & Pacific,MCV1,2019,93
East Asia & Pacific,MCV2,2019,87
East Asia & Pacific,PCV3,2019,14
East Asia & Pacific,POL3,2019,93
East Asia & Pacific,RCV1,2019,92
East Asia & Pacific,ROTAC,2019,1
Eastern & Southern Africa,BCG,1980,9
Eastern & Southern Africa,DTP1,1980,13
Eastern & Southern Africa,DTP3,1980,8
Eastern & Southern Africa,MCV1,1980,8
Eastern & Southern Africa,POL3,1980,8
Eastern & Southern Africa,RCV1,1980,0
Eastern & Southern Africa,BCG,1981,25
Eastern & Southern Africa,DTP1,1981,29
Eastern & Southern Africa,DTP3,1981,16
Eastern & Southern Africa,MCV1,1981,16
Eastern & Southern Africa,POL3,1981,13
Eastern & Southern Africa,RCV1,1981,0
Eastern & Southern Africa,BCG,1982,25
Eastern & Southern Africa,DTP1,1982,31
Eastern & Southern Africa,DTP3,1982,16
Eastern & Southern Africa,MCV1,1982,18
Eastern & Southern Africa,POL3,1982,15
Eastern & Southern Africa,RCV1,1982,0
Eastern & Southern Africa,BCG,1983,37
Eastern & Southern Africa,DTP1,1983,47
Eastern & Southern Africa,DTP3,1983,29
Eastern & Southern Africa,MCV1,1983,31
Eastern & Southern Africa,POL3,1983,27
Eastern & Southern Africa,RCV1,1983,0
Eastern & Southern Africa,BCG,1984,43
Eastern & Southern Africa,DTP1,1984,55
Eastern & Southern Africa,DTP3,1984,35
Eastern & Southern Africa,MCV1,1984,35
Eastern & Southern Africa,POL3,1984,32
Eastern & Southern Africa,RCV1,1984,0
Eastern & Southern Africa,BCG,1985,49
Eastern & Southern Africa,DTP1,1985,58
Eastern & Southern Africa,DTP3,1985,38
Eastern & Southern Africa,HEPB3,1985,0
Eastern & Southern Africa,MCV1,1985,39
Eastern & Southern Africa,POL3,1985,38
Eastern & Southern Africa,RCV1,1985,0
Eastern & Southern Africa,BCG,1986,52
Eastern & Southern Africa,DTP1,1986,62
Eastern & Southern Africa,DTP3,1986,42
Eastern & Southern Africa,HEPB3,1986,0
Eastern & Southern Africa,MCV1,1986,45
Eastern & Southern Africa,POL3,1986,42
Eastern & Southern Africa,RCV1,1986,0
Eastern & Southern Africa,BCG,1987,61
Eastern & Southern Africa,DTP1,1987,68
Eastern & Southern Africa,DTP3,1987,49
Eastern & Southern Africa,HEPB3,1987,0
Eastern & Southern Africa,MCV1,1987,49
Eastern & Southern Africa,POL3,1987,50
Eastern & Southern Africa,RCV1,1987,0
Eastern & Southern Africa,BCG,1988,61
Eastern & Southern Africa,DTP1,1988,70
Eastern & Southern Africa,DTP3,1988,52
Eastern & Southern Africa,HEPB3,1988,0
Eastern & Southern Africa,MCV1,1988,53
Eastern & Southern Africa,POL3,1988,51
Eastern & Southern Africa,RCV1,1988,0
Eastern & Southern Africa,BCG,1989,71
Eastern & Southern Africa,DTP1,1989,75
